title,url,material,colors,dimensions,artist
Grote waterval bij Biljoen,https://lh3.ggpht.com/IWzsBVO9SCoLsNqv1UrW1zT0Kckinj4oG9zbzVviWwda-iTmxiHnaWgcYlCJTAjRaTsNKViyYJ2czY2KGD6IAg3G1Z_l=s0,papier,"[{'percentage': 59, 'hex': '#FBF6E1'}, {'percentage': 24, 'hex': ' #737C84'}, {'percentage': 9, 'hex': ' #E0CC91'}, {'percentage': 6, 'hex': ' #2F4F4F'}]",299 x 370,Christian Henning
Manchet van kloskant met v-vormig blad in halfronde schulp,https://lh3.googleusercontent.com/pVvsM5IOrdkZMVEZXjNpIFrfe7qPyBmUHUWKR8UrOhZXoHQUaIFG6SIKxonS4__pQwCwYEf8A_yYNzfDHj3vLW2dSr0=s0,linnen,[],21 x 4,anoniem
Gezicht op het Paleis van Justitie te Parijs,https://lh3.googleusercontent.com/NAqGG2jgScvrnfd3D5cowYHzCYQ0F2KdJ-sl85e5xueZ_ppwvw75TSSzPevl_DS4M4Chxiem3oTrEK2IqMwzEt6uPg=s0,karton,[],85 x 170,Charles Gérard
Veerschuit met passagiers,https://lh4.ggpht.com/hkY_euuGpQ80Y8vNjqNX2fVwzlkFJzsvNLLVcLiNpjlfsUiwXjeGKi91e1aJFQA5jsLwmWpunuqkvMapxfQ6xFL4xZY=s0,papier,[],135 x 254,Gerrit Groenewegen
Slagveld van Waterloo met monumenten,https://lh3.googleusercontent.com/zc0q5SgZYcP5GI-VvlnmLuvbC5TvBLpLD_PMjmT8MWsCrDqhreO_Zefh0NTiy4WWRtc4pxIwWvwY9RrXqwIq3May2K2b=s0,papier,[],160 x 245,John Shury
Albumblad met twee foto's,,papier,[],220 x 310,Andries Augustus Boom
Polyhymnia,https://lh4.ggpht.com/-319TwhtPg57QbtQDTH_PomJjsKzaS8sAE7JBVHRCaDd04DO7oEarDYpxzkWMcWB8Y71-ZFtwWw9dLk3t9iW-XUUpvU=s0,papier,[],241 x 168,Alexander Liernur
Duimenglas met deksel,,glas,[],"33,5 x 18",anoniem
Gezicht op Wijk bij Duurstede,https://lh3.googleusercontent.com/85Ct-DM5CdewHyRD2D-HeM0I5UW-apQYC30SbcqDH5UfcnVpk9Y6-qWrgciuH6z8gZqfKCBI7Pyfv-z6d9WHHahEoscm=s0,papier,[],246 x 303,Thomas Doesburgh
Optocht van mannen rijdend op paarden tijdens het Maalfeest,https://lh6.ggpht.com/mi-BwdFA3UNBMhYTpYa6R3r2gv0gGs4AFLqazGtzmrD4ZotiEKVRCM73hjP3EzU6JkGqqchBLZqZeB9ZRH2cJwl1tug=s0,papier,[],75 x 71,anoniem
Landschap met een molen,https://lh3.googleusercontent.com/vbOwbbUIflJIj9t8oO0BaT9DhytTuSN--jiZ0oVf2vAuCfwFkvkS_UgOcMvVmaFUvBdxq37I39MZPWK613O27K7jxiNiEE_HLjKBlTecfg=s0,papier,[],243 x 311,Benedikt Winkler
"Jozef in de zegewagen, door Farao aangesteld over heel Egypte",,papier,[],337 x 399,Jan Punt
Gezicht op de steenkolenmijn van Saint-Abel te l'Olive,https://lh3.googleusercontent.com/P-9zAuvhUANpaXkJf2WmeaWCIamYGb-8TCQFrXW2QxNqD51BRVnkL3wW-8IMLh-Rbv5bAaLz0c3reYntOJzJalHH8ro-r8Zyd9lehDym=s0,papier,[],150 x 202,anoniem
Reproductie van een tekening van een meisje in gedachten verzonken,https://lh3.googleusercontent.com/vjwqAB4ssN8Cka3Qk1Y9RmnwUxbVdl9cJFEPPN2ivIlPePpMP3nqECCAkLDy4v7FrJr7x_AKXJgl17H1eZ5z0uezo5HW22aBp8ec8dbx=s0,papier,[],81 x 45,anoniem
Landschap met twee mannen op een brug,https://lh5.ggpht.com/2FcTCzgFi2g3T9w5k25-o9aO4w8mNLKiexT5HyAJznIodyJ3Jy9paO9HHOBy8vjMb1Hvk6PVvgJIoLbTjJ3XrmyG1X4=s0,papier,"[{'percentage': 58, 'hex': '#FBF6E1'}, {'percentage': 23, 'hex': ' #737C84'}, {'percentage': 9, 'hex': ' #2F4F4F'}, {'percentage': 6, 'hex': ' #E0CC91'}, {'percentage': 1, 'hex': ' #000000'}]",80 x 67,Hermanus Fock
Brief van kapitein-ter-zee Gobée aan het Ministerie van Marine over werking gewijzigd peiltoestel van Hopfgartner,https://lh3.googleusercontent.com/wKOUC2u0CnWmhNs0hXUiBgjgkIMvuqx2bOsQ9oCmOCuXP2llCpc8yZLaag6UvRD-rt4bUvvu6_m-W6LZGus6fnCQN8o-66uV1a_JYaT8=s0,papier,[],330 x 200,F.C. Gobée
"Portret van Hiltje, mogelijk de vrouw van Klaas Kelderman",https://lh3.googleusercontent.com/CTArNgnIOwkseGHEAP0rMg7nkeDNUopPvlCFtzfc4vcrpZ_xRaIPY85SQz6j8wjlhY2JqZNEb4ZhGyUP-2BEzXak6Lg=s0,fotodrager,[],87 x 56,Atélier Siewers
Processie,https://lh3.googleusercontent.com/UB2PZigx0zWrbZHorrAjsrcVH_9OxXMY799Ykq48_D1omcBRUmscLt0R9IJD9yo_UeeT53bJwNMsQ52zmAEVHRW7_Ts=s0,Japans papier,[],210 x 168,Else Berg
Berglandschap met houten aquaduct,https://lh4.ggpht.com/hexMmGC0E49ubp4WTsvi05HFDvrmgb-wuT0kdiH47fXsuc52cBj7kfj5_Ka2bIp_HPJRztWQyz9J0CHtHvys8wOhPtI=s0,papier,"[{'percentage': 28, 'hex': '#737C84'}, {'percentage': 26, 'hex': ' #FBF6E1'}, {'percentage': 23, 'hex': ' #2F4F4F'}, {'percentage': 17, 'hex': ' #E0CC91'}, {'percentage': 4, 'hex': ' #000000'}]",235 x 311,Willem van Nieulandt (II)
"Spotprent in Delftse studentenalmanak, 1869",https://lh3.googleusercontent.com/GeFGesB5GceaMbzfPR7fJFrc8W_VPDAO5h9DpgNhUcu1hWkbyYotWBxAoVbrquhYE2WR5fYtMSsKzwK3VCfy9Vj4T9M=s0,papier,[],620 x 770,onbekend
Gezicht op een brug bij een vaart,https://lh4.ggpht.com/jKv3MaXtKKTQmCm_WrHzUHzrG9jf46Ub2F1iH07ol9oG1kenfesSFQ0U_qefKy_uv_EepTncuN-fjNknSabfpb6WF90=s0,glas,[],89 x 119,Adolphe Burdet
Paar plaques,https://lh3.ggpht.com/dtfGol6EbViZ5-Jf9H8Tcfub2k2cXaWTgu1JtziLUzDqUUnUDdntR7KGf1SoF5KEkHk_o1X52UA8_Kv2cqVJpXQspkQ=s0,koper,[],"64,5 x 2",anoniem
Vogeljacht,https://lh4.ggpht.com/qELPjl8lDfiwgHBBuvl8ekc0fIUrw2ww5hD251y1fFu153TWxDBXVYU1KU61yr7U4Sym0ThxVlVSNEpHPle6Mpj_TzM=s0,papier,"[{'percentage': 80, 'hex': '#FBF6E1'}, {'percentage': 9, 'hex': ' #737C84'}, {'percentage': 8, 'hex': ' #E0CC91'}, {'percentage': 1, 'hex': ' #2F4F4F'}]",116 x 249,Jacques Callot
Ruit met een kalkoen op een tak,https://lh6.ggpht.com/YMf2Dmp7j92MYXbA4PP8oQIpBq8At1S6qZp7kgznT41JEPi1NeqQU0_LwUIjSl46pJOCFokBb_Hf6RkB5QZ0o2GcFgOK=s0,glas,[],"11,2 x 8,7",anoniem
"Slag van Lekkerbeetje, 1600",https://lh4.ggpht.com/dHehZC-jU1l26OgKxEYeB1wYgbtsnUMgjSQkS_7h061sNTZK1r0g5Cymc2Hme1hrhcokQKV3DUx_XMi4hs-XjPFj5s8=s0,papier,"[{'percentage': 71, 'hex': '#FBF6E1'}, {'percentage': 20, 'hex': ' #737C84'}, {'percentage': 8, 'hex': ' #2F4F4F'}]",269 x 336,Joseph Mulder
Stadsgezicht over Luzern tegen de achtergrond van de berg Pilatus,https://lh5.ggpht.com/HxeWigIF9rUURPbANJI2XFqcrMP8ENEBC1IUlgsHGTnMubSTehBrMy1VL4cMc4pMl3oDu7bSLqDv8fXM9qb0fquHwRg=s0,papier,[],160 x 220,anoniem
Sculptuur voorstellend jongenshoofd,https://lh3.googleusercontent.com/6W9t95D70eTgXZpWB7AecDG3ilDGxO8cq_zYLEbnN7e8QdNglmDemyYANMzj59QdApRRS1g5wjctosIq5nDrns2SE-2i=s0,terracotta,[],"3,0 x 2,3",anoniem
Fabriekscomplex met olietanks te Pangkalan-Brandan op Sumatra,https://lh3.googleusercontent.com/xMPuwNUtOlto1FW6kopjSXi6ZKdAQOradH6xIYkOxLgJJsV44mlXQ6EjXqY3__v-CHRHcLB2Hhvnhiu7CG2tkvDOl3zzmTItC2fmmSI=s0,papier,[],82 x 138,anoniem
Ex libris van J. Pla,,papier,[],85 x 50,anoniem
Penning met voorstelling ter gelegenheid van een huwelijk,https://lh3.googleusercontent.com/BkaM46fDvS8WYMf80uGkA356nG_UQ1UDXZZ4pH3O9crx7Gn9gPK4VEoweC5k-ORNNRspfAIMevyxT0rGnIsp2rXYty8q51zLeWaBRjqN=s0,zilver,[],"5,5 x 35,54",Pieter van Abeele
Ontwerp voor de Tweede Bossche Wand: de laatste van de vijf wijze maagden,https://lh3.googleusercontent.com/acXHeK-qBHsx2GJoEE20Wl81S3FaZKK3yZaj7JVWgNXKCEqNPSgcE5svPC2EwiOw1EZJOOYVGdrar97gHXiEgOuw8Ko=s0,linnen,[],325 x 372,Antoon Derkinderen
Stadsgezicht met diverse figuren,https://lh3.googleusercontent.com/9W-tpy3V1ywOk9WO5Fzua6tNhYsb2nb1sAJmajjfy0C-zN2qMjtGVykv4R6tX0CRtpLUaPjS44lWqCosACfXyv7AGYM=s0,papier,[],107 x 146,anoniem
Figuren in een zeilboot,https://lh3.googleusercontent.com/3OSs0UY4Qc5RMGRQIdL-AbfXRPNS2DvJoFl7mopjhFR7JG74uJZXtf57frbvP445KJubKCjAjYLmn1ao7WurwAyxlmM=s0,papier,[],107 x 146,Petrus Johannes Schotel
"Vrede van de Pyreneeën tussen Frankrijk en Spanje, rekenpenning geslagen op last van de Conseil d'Etat",https://lh3.googleusercontent.com/pg98hK3etIKayJF6rgU3FlWCzR6l3T9jG4N3WBkZ6ZTHhswwuamkDGmZV4TjcXcH4cIBHg2TTU9yG8DgbqctiTLzxGadf6ty2raY4gbi=s0,zilver,[],"2,7 x 5,64",anoniem
Vergulde bronzen kroonluchter met kristallen decoratie,,papier,[],295 x 231,anoniem
Portret van Johan van den Sande,https://lh3.googleusercontent.com/fc7H7hn7eo0aBzEUQMgitRx6Sp62UTY8YZ05kCJ7Hn7fVagsncRBEM9YDvm7UrANK-6bSTicyXbYqazpXKMAruzsIaRO=s0,papier,[],176 x 130,anoniem
"Dubbele plaat met twaalf mannen gekleed volgens de Franse mode, ca. 1580",https://lh6.ggpht.com/l7sNueVZeNvhfLCKNPlqLcgLYYtQ9aiwD0qR40cSD-15lrCcswznxTUUcf3UfPFizF5kSKo4JNGY9DCVV7fbJvk4aCQ=s0,papier,[],360 x 547,anoniem
Portret van prins Edward VII van het Verenigd Koninkrijk,,papier,[],15 x 10,anoniem
"Liggende vrouw, op de rug gezien",https://lh3.googleusercontent.com/L82kt3YygoaLF-OPPt1FIVCF57ab2_ptpXvVmtZq6xp-oNndc-3Pojls4iK0maE3R0GA5eNZKh9wTJuIoQbqrbRGJb0m=s0,papier,[],15 x 10,Isaac Israels
Vrouw buiten in een jurk,,papier,[],303 x 210,Georg Friedrich Schmidt
Christus op de koude steen tussen twee engelen,https://lh4.ggpht.com/FR4xpmdO65z-sFfewekU5LTYF2hMzLe5o-QYwJCt5hoFkvhAPBVqsTlbCn7ScgMhF7I-y8AOmOzs40rW8GIhQsDNww=s0,papier,[],543 x 352,Jacob Matham
Fotoreproductie van een sculptuur,https://lh3.googleusercontent.com/DCZ4mJJWa4bFnBdpuvgnBb9L7zaeaqqXw7uhRU49j_Nc7McbM50pQ42CsxasBzy5y7RYO1dsvZiub2HMLUx1q4MKWOyeshctMe0KfdCP=s0,glas,[],180 x 130,Laurens Lodewijk Kleijn
"Begrafenisoptocht van Willem Frederik, graaf van Nassau-Dietz (blad 3), 1665",https://lh3.ggpht.com/zadx8PiUVR3RYAtPGlkRvm_kfRen3GCacaWRknoRR1T7v_9TKge92zI6n_KH-dqmvmPRhvsrPrNAgQjQc-7v0BBBBg=s0,papier,"[{'percentage': 73, 'hex': '#FBF6E1'}, {'percentage': 13, 'hex': ' #737C84'}, {'percentage': 9, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #2F4F4F'}]",207 x 505,Michel Noé
Portret van Henri de La Tour d'Auvergne,https://lh3.googleusercontent.com/ODASmyhy6OwSSxeBkXItBO9MMMGcywgGckd-w_QNqheJA1Z6xENahkxAmli7uaT8Lb319eK0bzhdzzEfQfhUyh-tSOkAROoGw7JvUW4viA=s0,papier,[],158 x 113,anoniem
Doortocht door de Rode Zee (linkerdeel),https://lh3.googleusercontent.com/KdzYh3D64VClIiVyiSfVsw4jGziymZdABR1jbiFJFkkww22YEiHJ680Ls_iPx2HRgH1zA7KFLI0W8g1yoMNp3ySpjRARoZlT8_MaTHi5=s0,papier,[],541 x 643,Gérard Audran
"Fragment rode zijden damast met patroon van vaasvormige gestileerde bloem omgeven door gebogen, hartvormige bladeren",https://lh3.googleusercontent.com/FKRNy4IKc6xwHQPLF3gz52X9qEZis2kRnRMW8z6qWX-1fXpZpILtwsvu0-mdfLw6Ux0RxCBjpNkBpbf3PQLsqGdP-9E=s0,zijde,[],"47,4 x 54",anoniem
"Petit Courrier des Dames, 1827, nr. 464: Modes de Long-champs",https://lh3.googleusercontent.com/uOhF48B9vPCvfw3u-mRq1LifMZxHrkrC3CZFwfIAMjC_TKx_kHrIKwTFEOY4Z1rbB0wDJnfaeXHHD83rbgRJMx0kAM0=s0,papier,[],None x None,anoniem
Portret van Leopold II,https://lh6.ggpht.com/7Re_757ASad7wrswtKITrX-8kIixAxs2jn8hHdzjZZMqQw_mgomYToVSBOoHgpfm5LCYwEVUEd0Dh5ojD2F9yMuk8Rc=s0,papier,[],187 x 123,Sophia Wilhelmina Evans
Boer met eieren in een mand,https://lh5.ggpht.com/-Zz_ikkU9KG_G1CGBPaC7tfD2xePxVsB3g0yn5WWUaQAjwgrQUEOSICmPqT_NHF5a94xiWjaXpVi8WdWmcBx0ndW8w=s0,papier,[],249 x 190,Jan Matham
Paard,https://lh3.googleusercontent.com/vzm_7Qm3dEqcfRL9_oF6DVJpT3tcD3OtKMC67t1LXLrBuflCIkxa3-TXqEn8F6tn-7GlMxFRu_XVAbi5otNgwTrA6vE=s0,papier,[],249 x 190,George Hendrik Breitner
Vrijend paar,https://lh3.googleusercontent.com/4euJCdIGjQfjbbOod8SU7O99R_DoNbVGL2lmqIoTGx6sWMXevutxVU548FdT9Br2BZME03jx5bdlKL3p-kYBLPmZd2c=s0,papier,[],150 x 119,anoniem
Twee figuren met hippocampus,,papier,[],59 x 119,Walter Crane
Gezicht op het meer bij Villa Borghese,https://lh3.googleusercontent.com/KMm0K_Vb7Q9Zvzd7my-yrDdZ7ppq83pSzUQ77g2xXf3KR7ruJ9qh64PxBLoHWFA9b1fthkt7xtQ5m7gfpFLfwBRpIp4=s0,papier,[],281 x 378,Albert Christoph Dies
"Portret van Henri Lorraine Comte de Harcourt, General des armées du Roy en Italie",,papier,[],281 x 378,P. Aubry
Zetterij,https://lh6.ggpht.com/ZHctAUxkRM6ioqX3Lswlm3CsnbIDd5vVQexCsu40crTq5hdF4MCZuns01_CQZ_F1G2AOtGOlKF0EgpOl6pH0HuAF3TY=s0,fotodrager,[],150 x 200,T. Kaneo
"Victoria Embankment met zicht op Waterloo Bridge, Londen",https://lh5.ggpht.com/xlv-dANybvwYBUlwCfSSDTBqvgh6s96S7epDqUCgSfSs6Bv3nXGvTleAI9m5qfK8q7EmbTjSpMJpv_2-W9ReAJiU_g=s0,papier,[],106 x 177,Y & S
Landschap met boerderij,https://lh3.googleusercontent.com/y_5UZgEAdbJJsUxYlERDBKm1W8D8Pj4R3tpbS4DEjTarVdPxatdvo3rLmTyu9V1XU0e3xyKE2K2ZnoOxw9xhj8pjfA=s0,papier,"[{'percentage': 72, 'hex': '#FBF6E1'}, {'percentage': 16, 'hex': ' #737C84'}, {'percentage': 9, 'hex': ' #2F4F4F'}, {'percentage': 1, 'hex': ' #000000'}]",108 x 172,Reinierus Albertus Ludovicus baron van Isendoorn à Blois
Affiches van het Portret van een meisje in het blauw door Johannes Cornelisz. Verspronck op Schiphol,https://lh4.ggpht.com/JB4ifDwCmWUdI1718L5FimsY-IRxeBXu3n-SpmTwDP6J-1lumTDl1PjyJUfzvBm46un3R7jzEFB9VNiVF-8AAblwQRo=s0,papier,[],108 x 172,anoniem
Driemaster met twee figuren in de mast,https://lh3.ggpht.com/lxsvoKqVAB3wugf5YAN8P_f4EFtWYzRW1UWIpsvZkKeX7YRnCFDS8E53foZ6tNq9yEzh-PCzBBkWqU_Iwe3KtxkLFYg=s0,papier,"[{'percentage': 81, 'hex': '#FBF6E1'}, {'percentage': 8, 'hex': ' #737C84'}, {'percentage': 6, 'hex': ' #E0CC91'}, {'percentage': 3, 'hex': ' #2F4F4F'}]",151 x 129,Gerrit Groenewegen
"Groepsportret van een onbekende man, vrouw en harpspelend meisje met hond op een terras",https://lh6.ggpht.com/RwdBwOHn_36ll_2sSJNLgiciiq3bWPfWLOsLFVTZAL457Trl_FiUMFJiuS40SS-LYdOA8mb0fmUTLd30wCaRrhlkpag=s0,barietpapier,[],131 x 197,Eugène Diétrich
"Portret van een meisje, staand bij een tafel met boek",https://lh3.googleusercontent.com/DVib8H6-QIbPf0Dfm1q_bd4YqRcLZwIjGMY1G3NeboEPufI1pwIzUTEWpQtWXO9ORKRVfREbc_4e9QeX3GY_vYLdKdiwrOVoJbMgLqVL=s0,fotodrager,[],83 x 50,Géruzet Frères
Portret van Christoph Fürer von Haimendorf,https://lh3.googleusercontent.com/XokwKta0MYwGMxglmio-FjaFt3JcPsaJbBlMBh2u9SR24v3uv2eo7XnYG0r1syXe4ljCQ4-XPt8bAkc4ZsdxsMYFvqApJz_XbqeoeH3H=s0,papier,[],517 x 343,Johann Wilhelm Windter
H. Bavo met een valk op zijn hand,https://lh3.googleusercontent.com/3MUvXPYb8uCVDBKiAFv0x0Yp9i5_o_PNGLWfMyZ2RIPv4WhzJS3sv3I5Vhg_B0p7-QCvSF8dZm-RKzWRjEXlMJuwlHt7=s0,papier,[],165 x 102,Cornelis Visscher (II)
Roma met paarden en kar onderweg,https://lh4.ggpht.com/IDtFACkN4PWTLm5najvtBevPxJ-VCgESo09y1cETNp7bRYmkSBfO4sQdVrq9d3mj_tHFx4xIwaVqQ_Pm4PfFErPuzg=s0,papier,"[{'percentage': 70, 'hex': '#FBF6E1'}, {'percentage': 17, 'hex': ' #737C84'}, {'percentage': 7, 'hex': ' #2F4F4F'}, {'percentage': 4, 'hex': ' #E0CC91'}]",124 x 238,Jacques Callot
Staande man met bontmuts en stok,https://lh5.ggpht.com/u0WfkwmaeQnTmeGEDrDaRYWZTNB3ofu2BuOSMYLXXFZ-iqRkiTgJ7ComNNfuAY1VDJA-p6QVqM7d1pYp-NaqJO33hBrQ=s0,papier,"[{'percentage': 91, 'hex': '#FBF6E1'}, {'percentage': 8, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #2F4F4F'}]",141 x 167,Hendrik Rietschoof
"Portret van Lodewijk Günther (1575-1604), graaf van Nassau",https://lh3.googleusercontent.com/dZ7_H0z0rrCPfAzuRLYtsusAI4JAt07hfTHmt1G1TFxmywAQa-vAIH_xn9f9f3dP7H2xjvx5Dy-ZH7x16rGhNINAarG1jV3fopzbcyWp=s0,paneel,"[{'percentage': 73, 'hex': '#000000'}, {'percentage': 13, 'hex': ' #B35A1F'}, {'percentage': 6, 'hex': ' #E0CC91'}, {'percentage': 3, 'hex': ' #E09714'}, {'percentage': 3, 'hex': ' #367614'}]","29,7 x 24,1",Jan Antonisz. van Ravesteyn
In 't Jaar 1574,https://lh3.ggpht.com/U_Tq7eAfjfyJAoARmLjTbHR5kMciWgmglXOC5-NudBjzyfpbiJOQO3xzDp1M-H5l-aHZxu_1ykhYQKnA_Z3_rl4kbQ=s0,papier,[],65 x 55,anoniem
Druivenplukker,https://lh3.googleusercontent.com/ki6_GOhKBUEfUMSPPiCnzKWuSOQD_iQ40zVt3d-MmHq7t9cPtqhAGnHmoZ3zYktMBekt1H1DbJdOAdBjdz2SxoqCq1hO=s0,papier,[],274 x 193,Giuseppe Maria Mitelli
Portret van Martin Luther,https://lh3.googleusercontent.com/oxfhZuo9zDJ61V0U6cpC2-OSg4wUcfY6WqMurXtsa6u1OppQXrxQ_8PSub0d04UX_OqjBzUAoPaHvz0aH3XkxmfRKMCJVb0GbPMyCZY=s0,papier,[],285 x 195,Johann Georg Nordheim
Arcadisch landschap met een sarcofaag langs een bospad,https://lh3.googleusercontent.com/CInPdTWd5K83Rhio-VUSEzrv1OcjmftIDWNS5GYPJL3QpnpylMZTMCm10JIRkLNWApZhm4F1O9Esuj5DHuP0urKzEg=s0,papier,[],238 x 240,Théodore
Christus als Verlosser,https://lh6.ggpht.com/SqYc5dUinuoKS1E2MPvxfnYPI9SooxxxhbaYnhQtHhFKP3nQ6prp1sky7lXZHoBudkTK4CygZkdYXM7MNJrGlnnKajE=s0,marmer,"[{'percentage': 70, 'hex': '#000000'}, {'percentage': 14, 'hex': ' #737C84'}, {'percentage': 10, 'hex': ' #B5BFCC'}, {'percentage': 4, 'hex': ' #F6ECF3'}]","71,0 x 64,5",Giovanni Battista Caccini
Tovenaar wijst naar hoofd op brandstapel en andere figuren kijken toe,https://lh6.ggpht.com/rFsLxaX3LWRuqPlVyN3av6X8oEu5qxF2qROi61DltmzIZdjHFrp7ZXDBbS0_FlV9rKp38TbdWU4L-bSfII1xiJmuzA=s0,papier,[],224 x 171,Giovanni Battista Tiepolo
Paar in een slaapkamer,https://lh6.ggpht.com/bh1dQdtsKEEaY0HRUKCf3wVmlZTeQDAiaLbChW_LYwhKozU3swyoWDmNKchTlPsM4D7BRkVmJgwS-OLNVuvIk4ITFSLB=s0,papier,[],198 x 118,Daniël Veelwaard (I)
Portret van David Friedrich Strauss,https://lh3.googleusercontent.com/hi2rfLbf31IlMZ_cuoxSzZOdxH0s4GDRrMEltoBH9Va9dk3YUodniNtpW0MgaRVcd6RrdImcEKPbVOOnTJp3pI8TbFZA=s0,papier,[],248 x 164,Carl Mayer
"Galerie de Modes du Voleur Littéraire et du Cabinet de Lecture réunis, 25 Mars 1848, 21e année, No. 6",https://lh3.googleusercontent.com/-rOwIbiEcoG_lOP7e7YO69bFe9Xsw5ZOBCIkxtJU5CcXzGs5CQYTaqW9sNR_AQjjMzq13V_q278TpG-5x8-_LpIB0C0=s0,papier,[],253 x 162,anoniem
Gezicht op Campo San Salvador te Venetië,https://lh3.googleusercontent.com/jdFYzn_wyft5qd57HONvms5xpLZlI3lozCCJAuf9ZlY_DmPVsCafNfqoLTStDnYHr0DtjlQzLdg025ItBPD3JWmeDHM=s0,papier,[],275 x 432,Antonio Visentini
Goede reis,https://lh3.ggpht.com/jiklR_aI66lUBJAA4-srk_dF3Q5XZYtqgPrMrR53nPCQ33bXBWuUai_XypsHYYbC0IGrsLoswvydE3hYw_TJtl3H5hM=s0,papier,[],215 x 151,Francisco de Goya
Kardinaal de Mazarin,https://lh3.googleusercontent.com/orsGVE21_1XOZpCvHF07SaxxvOCv_43zhr4tsFC6Snawew89n12g0IpXawDh2xPx7i-T0ifMFUzlTOSGi3HR3QdghvsYlUJU3nvLelnh=s0,brons,[],"6,2 x 107,77",Jean Warin (II)
"Gevecht bij Popoli, ter ere van F.M.L. Eckhard",https://lh3.googleusercontent.com/gVC-MqPz-YzYzonhLndbssV5W48PJr-SglFu6LHWdxI9jBeadUlSTy37qB1HfVWTsy1Fdss6fDD1DKWPFt8PFkzBGwdjjuTrZs756lLF=s0,zilver,[],"1,9 x 26",anoniem
"Ziet Kinderen! ziet deez' Print met uw opmerking aan, / Hoe zy in 't Paarden-Spel hun Kunst verrigten gaan",https://lh5.ggpht.com/kafSK2-TxKUDPwxvche1fyt0XHTsZhskHipvBcqfwug5XF_KSRFKfIBLv9fhBFc1hgH5mi-qgXR0Hic18djIOjhWHqI=s0,papier,[],402 x 317,weduwe C. Kok-van Kolm
Twee gezichten op buitenplaats De Vergulde Eenhoorn,https://lh3.googleusercontent.com/5KWdwOeUm9MsKhzTbXlZzePLzwKf07qiZUlzHi_f8pTD1F1GlLe5FuXScrizaLoUfWGK_57Ev7l8O1fYJBtWwa3w_N9QldF4HlzznfUa=s0,papier,[],172 x 211,anoniem
Portret van Franz Christoph von Scheyb,https://lh3.googleusercontent.com/hy3HOOKnhqSd5CafjxCiKlG6F-K2_am7nhtgzaHG1c2JG7p5E-JVVk55CnI5K8VTXcwCexbUHIxJ-biOFHzH7qeQKotB0EvNggF0DXontw=s0,papier,[],311 x 195,Johann Jacob Haid
"Spotprent op de gang van zaken rond de plaatsing van het standbeeld van Thorbecke, 1874",https://lh3.googleusercontent.com/VAFEFxf0lyi5HWfjK89jkflQVwxd9mDyIy0Hzb-C-RwbyPRkoN-sZFEPsXPAJdVJTLzxRalMVdwrHHi2o5S7hdVKSuOkG2kSuQyJs7Zn2g=s0,papier,[],215 x 275,Johan Michaël Schmidt Crans
Staand zwijn,https://lh4.ggpht.com/f507BkS8H4Yc_oxj3YG-8Nni0mq7yx_KurdzuBJYnOR8DuLIwXaSXqFAS-vr1QB-CSdM3TjJHlxO14HdLFEp2yZy9A=s0,papier,"[{'percentage': 90, 'hex': '#FBF6E1'}, {'percentage': 4, 'hex': ' #737C84'}, {'percentage': 4, 'hex': ' #E0CC91'}]",50 x 73,Paulus Potter
Koppen,https://lh3.googleusercontent.com/3LYGWsjrEltLm5tkI-AAQzOzFta8OzWY8GWna7HQARwbI9rEfn68qWfY8EOv-oyBgWxewB_rGb52Y4iYzv6fKMU2ZSqznDZ95hoGDNs=s0,papier,[],80 x 144,Johannes Tavenraat
Trom,https://lh3.googleusercontent.com/2x_X93sBXXlS5lflofjcz-AZ3IC_0stwyYtbllEhdfXOpbDo4tznzTnPGaFM-3NAr8yT16VgWCGetCGiXqpQM9ZXIQ=s0,messing,[],42 x 44,anoniem
Baumannsgrot in Harz,https://lh3.googleusercontent.com/yoYjkeK5uG_26j-hzHkM0Ea36TrJwRFnTaiF5YhPb6p2YSNFDbbtPIpbik_p6k6JgKjklumG2WWgNrVeJ3Tqkvtfj2vzwc-_jfwMh5wZ=s0,papier,[],105 x 171,anoniem
Studieblad met diverse figuurstudies en vissersboten,,papier,[],225 x 308,Willem Bastiaan Tholen
Staande vrouw in lange mantel,https://lh3.googleusercontent.com/arWNlzB2gTKzqfWYjqOasu_6X4Wss1uCUIgtpG3WgoHAjmUFvDOnLpUW2iYWc4hUwfyTsDpHmIKUCP-mTIHWmcTyh4y_=s0,papier,[],225 x 308,Lorenzo Baldissera Tiepolo
Portret van vermoedelijk Margaret Lowenfeld,,fotodrager,[],163 x 109,anoniem
Schotel beschilderd met verticale gouden en zwarte strepen in acht vakken,,porselein,[],"12,5 x 2,5",Koninklijke Porseleinfabriek Dommer & Co.
Jonge vrouw met kanten hoofddeksel en sjaal,,papier,[],220 x 170,Arthur Sterck
Landschap met dorpen en een meer,,papier,[],309 x 397,François Vivares
Binnenplaats van het stadhuis te Nijmegen,https://lh3.googleusercontent.com/jDPaLGioxEzF60WjALElz6HqIQ56J2TgdxTFmWoyWmoXoIK81a9IduJp8wdWYJ3sXYzqyvE2otBsisig_0JM2XCGAXo=s0,karton,[],215 x 275,anoniem
